line_no,diffmyers-HRegionServer.java,diffhistogram-HRegionServer.java,diffminimal-HRegionServer.java,diffpatience-HRegionServer.java
1573 , -            } , -    leases.lease lease = null; , -    leases.lease lease = null; , -    leases.lease lease = null;
1574 , -            processed = result; , -    string scannername = null; , -    string scannername = null; , -    string scannername = null;
1575 , + , -    try { , -    try { , -    try {
1576 , +  void removefrommovedregions(string encodedname) { , -      if (!request.hasscannerid() && !request.hasscan()) { , -      if (!request.hasscannerid() && !request.hasscan()) { , -      if (!request.hasscannerid() && !request.hasscan()) {
1577 , +    movedregions.remove(encodedname); , -        throw new donotretryioexception( , -        throw new donotretryioexception( , -        throw new donotretryioexception(
1578 , } ," -          ""missing required input: scannerid or scan""); "," -          ""missing required input: scannerid or scan""); "," -          ""missing required input: scannerid or scan"");"
1579 , + , -      } , -      } , -      }
1580 , +  private movedregioninfo getmovedregion(final string encodedregionname) { , -      long scannerid = -1; , -      long scannerid = -1; , -      long scannerid = -1;
1581 , +    movedregioninfo dest = movedregions.get(encodedregionname); , -      if (request.hasscannerid()) { , -      if (request.hasscannerid()) { , -      if (request.hasscannerid()) {
1582 , + , -        scannerid = request.getscannerid(); , -        scannerid = request.getscannerid(); , -        scannerid = request.getscannerid();
1583 , +    long now = environmentedgemanager.currenttimemillis(); , -        scannername = string.valueof(scannerid); , -        scannername = string.valueof(scannerid); , -        scannername = string.valueof(scannerid);
1584 , +    if (dest != null) { , -      } , -      } , -      }
1585 , +      if (dest.getmovetime() > (now - timeout_region_moved)) { , -      try { , -      try { , -      try {
1586 , +        return dest; , -        checkopen(); , -        checkopen(); , -        checkopen();
1587 , } else { , -      } catch (ioexception e) { , -      } catch (ioexception e) { , -      } catch (ioexception e) {
1588 , -          region.delete(delete); ," -        // if checkopen failed', 'server not running or filesystem gone "," -        // if checkopen failed', 'server not running or filesystem gone "," -        // if checkopen failed', 'server not running or filesystem gone"
1589 , -          processed = boolean.true; ," [""-        // cancel this lease; filesystem is gone or we're closing or something.""] "," [""-        // cancel this lease; filesystem is gone or we're closing or something.""] "," [""-        // cancel this lease; filesystem is gone or we're closing or something.""]"
1590 , -        } , -        if (scannername != null) { , -        if (scannername != null) { , -        if (scannername != null) {
1591 , -        break; , -          try { , -          try { , -          try {
1592 , -        default: , -            leases.cancellease(scannername); , -            leases.cancellease(scannername); , -            leases.cancellease(scannername);
1593 , -          throw new donotretryioexception( , -          } catch (leaseexception le) { , -          } catch (leaseexception le) { , -          } catch (leaseexception le) {
1594 ," -            ""unsupported mutate type: "" + type.name()); "," -            log.info(""server shutting down and client tried to access missing scanner "" + "," -            log.info(""server shutting down and client tried to access missing scanner "" + "," -            log.info(""server shutting down and client tried to access missing scanner "" +"
1595 , -      } , -              scannername); , -              scannername); , -              scannername);
1596 , -      if (processed != null) builder.setprocessed(processed.booleanvalue()); , -          } , -          } , -          }
1597 ," -      addresult(builder', 'r', 'controller); ", -        } , -        } , -        }
1598 , -      return builder.build(); , -        throw e; , -        throw e; , -        throw e;
1599 , -    } catch (ioexception ie) { , -      } , -      } , -      }
1600 , -      checkfilesystem(); , -      requestcount.increment(); , -      requestcount.increment(); , -      requestcount.increment();
1601 , -      throw new serviceexception(ie); , - , - , -
1602 , +        movedregions.remove(encodedregionname); , -      int ttl = 0; , -      int ttl = 0; , -      int ttl = 0;
1603 , } , -      hregion region = null; , -      hregion region = null; , -      hregion region = null;
1604 , } , -      regionscanner scanner = null; , -      regionscanner scanner = null; , -      regionscanner scanner = null;
1605 ,  , -      regionscannerholder rsh = null; , -      regionscannerholder rsh = null; , -      regionscannerholder rsh = null;
1606 , +    return null; , -      boolean moreresults = true; , -      boolean moreresults = true; , -      boolean moreresults = true;
1607 , +  } , -      boolean closescanner = false; , -      boolean closescanner = false; , -      boolean closescanner = false;
1608 ,  , -      scanresponse.builder builder = scanresponse.newbuilder(); , -      scanresponse.builder builder = scanresponse.newbuilder(); , -      scanresponse.builder builder = scanresponse.newbuilder();
1609 , /** , -      if (request.hasclosescanner()) { , -      if (request.hasclosescanner()) { , -      if (request.hasclosescanner()) {
1610 , -   * @return true if current call supports cellblocks , -        closescanner = request.getclosescanner(); , -        closescanner = request.getclosescanner(); , -        closescanner = request.getclosescanner();
1611 , -   */ , -      } , -      } , -      }
1612 , -  private boolean isclientcellblocksupport() { , -      int rows = 1; , -      int rows = 1; , -      int rows = 1;
1613 , -    rpccallcontext context = rpcserver.getcurrentcall(); , -      if (request.hasnumberofrows()) { , -      if (request.hasnumberofrows()) { , -      if (request.hasnumberofrows()) {
1614 , -    return context != null && context.isclientcellblocksupport(); , -        rows = request.getnumberofrows(); , -        rows = request.getnumberofrows(); , -        rows = request.getnumberofrows();
1615 , -  } , -      } , -      } , -      }
1616 , - , -      if (request.hasscannerid()) { , -      if (request.hasscannerid()) { , -      if (request.hasscannerid()) {
1617 , -  private void addresult(final mutateresponse.builder builder , -        rsh = scanners.get(scannername); , -        rsh = scanners.get(scannername); , -        rsh = scanners.get(scannername);
1618 ," -      final result result', 'final payloadcarryingrpccontroller rpcc) { ", -        if (rsh == null) { , -        if (rsh == null) { , -        if (rsh == null) {
1619 , -    if (result == null) return; ," -          log.info(""client tried to access missing scanner "" + scannername); "," -          log.info(""client tried to access missing scanner "" + scannername); "," -          log.info(""client tried to access missing scanner "" + scannername);"
1620 , -    if (isclientcellblocksupport()) { , -          throw new unknownscannerexception( , -          throw new unknownscannerexception( , -          throw new unknownscannerexception(
1621 , -      builder.setresult(protobufutil.toresultnodata(result)); ," -            ""name: "" + scannername + ""', 'already closed?""); "," -            ""name: "" + scannername + ""', 'already closed?""); "," -            ""name: "" + scannername + ""', 'already closed?"");"
1622 , -      rpcc.setcellscanner(result.cellscanner()); , -        } , -        } , -        }
1623 , -    } else { , -        scanner = rsh.s; , -        scanner = rsh.s; , -        scanner = rsh.s;
1624 , -      clientprotos.result pbr = protobufutil.toresult(result); , -        hregioninfo hri = scanner.getregioninfo(); , -        hregioninfo hri = scanner.getregioninfo(); , -        hregioninfo hri = scanner.getregioninfo();
